frame_idx,time_s,cell_idx,density,acceleration,entropy,score,category
28,1.168,11,2.0,-4.0,0.0,0.0,Green
28,1.168,12,8.0,0.0,0.0,0.0,Green
28,1.168,13,12.0,2.0,0.0,0.0,Green
28,1.168,14,8.0,-5.0,0.0,0.0,Green
28,1.168,15,1.0,1.0,0.0,0.0,Green
29,1.210,0,32.0,-8.0,0.0,0.0,Green
29,1.210,1,34.0,-5.0,0.0,0.0,Green
29,1.210,2,10.0,0.0,0.0,0.0,Green
29,1.210,3,13.0,-6.0,0.0,0.0,Green
29,1.210,4,15.0,-5.0,0.0,0.0,Green
29,1.210,5,6.0,-1.0,0.0,0.0,Green
29,1.210,6,3.0,1.0,0.0,0.0,Green
29,1.210,7,6.0,-2.0,0.0,0.0,Green
29,1.210,8,27.0,6.0,0.0,0.0,Green
29,1.210,9,0.0,-2.0,0.0,0.0,Green
29,1.210,10,6.0,3.0,0.0,0.0,Green
29,1.210,11,3.0,3.0,0.0,0.0,Green
29,1.210,12,8.0,0.0,0.0,0.0,Green
29,1.210,13,9.0,-8.0,0.0,0.0,Green
29,1.210,14,10.0,2.0,0.0,0.0,Green
29,1.210,15,2.0,1.0,0.0,0.0,Green
30,1.251,0,30.0,-5.0,0.0,0.0,Green
30,1.251,1,36.0,1.0,0.0,0.0,Green
30,1.251,2,13.0,0.0,0.0,0.0,Green
30,1.251,3,16.0,5.0,0.0,0.0,Green
30,1.251,4,15.0,0.0,0.0,0.0,Green
30,1.251,5,6.0,2.0,0.0,0.0,Green
30,1.251,6,3.0,-1.0,0.0,0.0,Green
30,1.251,7,6.0,0.0,0.0,0.0,Green
30,1.251,8,24.0,-8.0,0.0,0.0,Green
30,1.251,9,1.0,4.0,0.0,0.0,Green
30,1.251,10,6.0,-2.0,0.0,0.0,Green
30,1.251,11,1.0,-3.0,0.0,0.0,Green
30,1.251,12,8.0,0.0,0.0,0.0,Green
30,1.251,13,2.0,-4.0,0.0,0.0,Green
30,1.251,14,10.0,-2.0,0.0,0.0,Green
30,1.251,15,2.0,-1.0,0.0,0.0,Green
31,1.293,0,32.0,4.0,0.0,0.0,Green
31,1.293,1,33.0,-5.0,0.0,0.0,Green
31,1.293,2,10.0,-6.0,0.0,0.0,Green
31,1.293,3,15.0,-4.0,0.0,0.0,Green
31,1.293,4,13.0,-2.0,0.0,0.0,Green
31,1.293,5,6.0,0.0,0.0,0.0,Green
31,1.293,6,3.0,0.0,0.0,0.0,Green
31,1.293,7,7.0,1.0,0.0,0.0,Green
31,1.293,8,23.0,2.0,0.0,0.0,Green
31,1.293,9,0.0,-2.0,0.0,0.0,Green
31,1.293,10,5.0,-1.0,0.0,0.0,Green
31,1.293,11,0.0,1.0,0.0,0.0,Green
31,1.293,12,10.0,2.0,0.0,0.0,Green
31,1.293,13,3.0,8.0,0.0,0.0,Green
31,1.293,14,14.0,4.0,0.0,0.0,Green
31,1.293,15,3.0,1.0,0.0,0.0,Green
32,1.335,0,19.0,-15.0,0.0,0.0,Green
32,1.335,1,31.0,1.0,0.0,0.0,Green
32,1.335,2,10.0,3.0,0.0,0.0,Green
32,1.335,3,16.0,2.0,0.0,0.0,Green
32,1.335,4,10.0,-1.0,0.0,0.0,Green
32,1.335,5,5.0,-1.0,0.0,0.0,Green
