frame_idx,time_s,cell_idx,density,acceleration,entropy,score,category
26,0.867,13,2.0,2.0,0.0,0.0,Green
26,0.867,14,2.0,4.0,0.0,0.0,Green
26,0.867,15,1.0,4.0,0.0,0.0,Green
27,0.900,0,0.0,0.0,0.0,0.0,Green
27,0.900,1,0.0,0.0,0.0,0.0,Green
27,0.900,2,0.0,0.0,0.0,0.0,Green
27,0.900,3,0.0,0.0,0.0,0.0,Green
27,0.900,4,1.0,1.0,0.0,0.0,Green
27,0.900,5,1.0,4.0,0.0,0.0,Green
27,0.900,6,3.0,0.0,0.0,0.0,Green
27,0.900,7,6.0,5.0,0.0,0.0,Green
27,0.900,8,1.0,1.0,0.0,0.0,Green
27,0.900,9,2.0,1.0,0.0,0.0,Green
27,0.900,10,13.0,5.0,0.0,0.0,Green
27,0.900,11,2.0,-4.0,0.0,0.0,Green
27,0.900,12,3.0,-5.0,0.0,0.0,Green
27,0.900,13,4.0,3.0,0.0,0.0,Green
27,0.900,14,0.0,-1.0,0.0,0.0,Green
27,0.900,15,1.0,2.0,0.0,0.0,Green
28,0.933,0,0.0,0.0,0.0,0.0,Green
28,0.933,1,0.0,0.0,0.0,0.0,Green
28,0.933,2,0.0,0.0,0.0,0.0,Green
28,0.933,3,0.0,0.0,0.0,0.0,Green
28,0.933,4,0.0,-2.0,0.0,0.0,Green
28,0.933,5,2.0,0.0,0.0,0.0,Green
28,0.933,6,3.0,0.0,0.0,0.0,Green
28,0.933,7,6.0,-3.0,0.0,0.0,Green
28,0.933,8,0.0,-2.0,0.0,0.0,Green
28,0.933,9,1.0,-2.0,0.0,0.0,Green
28,0.933,10,12.0,-9.0,0.0,0.0,Green
28,0.933,11,5.0,7.0,0.0,0.0,Green
28,0.933,12,2.0,1.0,0.0,0.0,Green
28,0.933,13,1.0,-5.0,0.0,0.0,Green
28,0.933,14,7.0,9.0,0.0,0.0,Green
28,0.933,15,2.0,1.0,0.0,0.0,Green
29,0.967,0,0.0,0.0,0.0,0.0,Green
29,0.967,1,1.0,1.0,0.0,0.0,Green
29,0.967,2,0.0,0.0,0.0,0.0,Green
29,0.967,3,0.0,0.0,0.0,0.0,Green
29,0.967,4,0.0,1.0,0.0,0.0,Green
29,0.967,5,3.0,0.0,0.0,0.0,Green
29,0.967,6,1.0,-2.0,0.0,0.0,Green
29,0.967,7,5.0,-1.0,0.0,0.0,Green
29,0.967,8,1.0,2.0,0.0,0.0,Green
29,0.967,9,2.0,2.0,0.0,0.0,Green
29,0.967,10,9.0,-2.0,0.0,0.0,Green
29,0.967,11,6.0,-2.0,0.0,0.0,Green
29,0.967,12,2.0,1.0,0.0,0.0,Green
29,0.967,13,2.0,4.0,0.0,0.0,Green
29,0.967,14,6.0,-8.0,0.0,0.0,Green
29,0.967,15,5.0,2.0,0.0,0.0,Green
30,1.000,0,0.0,0.0,0.0,0.0,Green
30,1.000,1,1.0,-1.0,0.0,0.0,Green
30,1.000,2,0.0,0.0,0.0,0.0,Green
30,1.000,3,0.0,0.0,0.0,0.0,Green
30,1.000,4,0.0,0.0,0.0,0.0,Green
30,1.000,5,1.0,-3.0,0.0,0.0,Green
